EmployeeNumber,Surname,GivenName,FullName,Gender,City,JobTitle,DepartmentName,StoreLocation,Division,Age,Agegroup,LengthService,lengthofservicecategory,AbsentHours,AbsentCategory,AbsentDays,BusinessUnit
6532,Strom,Marc,Strom Marc,Male,Port Mcneill,Shelf Stocker,Processed Foods,Nanaimo,Stores,55,Elderly,4,Level 1,117,Absent Category 3,5,Stores
6533,Ward,Joel,Ward Joel,Male,Castlegar,Dairy Person,Dairy,Trail,Stores,37,Adult,3,Level 1,27,Absent Category 1,1,Stores
6534,Campbell,Tyler,Campbell Tyler,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,50,Elderly,6,Level 2,103,Absent Category 3,4,Stores
6535,Holland,John,Holland John,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,Middle Aged,2,Level 1,59,Absent Category 2,2,Stores
6536,Rivera,Terry,Rivera Terry,Male,Aldergrove,Baker,Bakery,Aldergrove,Stores,48,Middle Aged,6,Level 2,86,Absent Category 3,4,Stores
6537,Blecha,Diana,Blecha Diana,Female,Pouce Coupe,Baker,Bakery,Fort St John,Stores,29,Young Adult,5,Level 1,0,Not Absent,0,Stores
6538,Bruce,Terrell,Bruce Terrell,Male,Taylor,Dairy Person,Dairy,Fort St John,Stores,30,Adult,6,Level 2,0,Not Absent,0,Stores
6539,McNish,Magaret,McNish Magaret,Female,Victoria,Baker,Bakery,Victoria,Stores,34,Adult,4,Level 1,0,Not Absent,0,Stores
6540,Hoffman,Waylon,Hoffman Waylon,Male,Victoria,Baker,Bakery,Victoria,Stores,66,Aged,7,Level 2,148,Absent Category 4,6,Stores
6541,Taylor,Stephen,Taylor Stephen,Female,Granisle,Cashier,Customer Service,Terrace,Stores,35,Adult,5,Level 1,27,Absent Category 1,1,Stores
6542,Hyder,David,Hyder David,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,36,Adult,6,Level 2,13,Absent Category 1,1,Stores
6543,Evans,James,Evans James,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,Adult,4,Level 1,0,Not Absent,0,Stores
6544,Hohn,Sylvia,Hohn Sylvia,Female,Fulford Harbour,Baker,Bakery,Victoria,Stores,29,Young Adult,6,Level 2,30,Absent Category 1,1,Stores
6545,Hernandez,Perry,Hernandez Perry,Male,Richmond,Dairy Person,Dairy,Richmond,Stores,40,Middle Aged,4,Level 1,20,Absent Category 1,1,Stores
6546,Kaplan,Robin,Kaplan Robin,Male,Flatrock,Dairy Person,Dairy,Fort St John,Stores,56,Elderly,6,Level 2,123,Absent Category 4,5,Stores
6547,Guarino,Robin,Guarino Robin,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,34,Adult,7,Level 2,37,Absent Category 1,2,Stores
6548,Fuller,Kathleen,Fuller Kathleen,Female,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,36,Adult,3,Level 1,30,Absent Category 1,1,Stores
6549,Wolfe,Irving,Wolfe Irving,Male,Cache Creek,Dairy Person,Dairy,Kamloops,Stores,34,Adult,3,Level 1,0,Not Absent,0,Stores
6550,Lucas,Virginia,Lucas Virginia,Female,Nelson,Baker,Bakery,Nelson,Stores,30,Adult,7,Level 2,0,Not Absent,0,Stores
6551,Lunn,Shawn,Lunn Shawn,Male,Victoria,Baker,Bakery,Victoria,Stores,48,Middle Aged,4,Level 1,43,Absent Category 2,2,Stores
6552,Cummings,James,Cummings James,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,31,Adult,4,Level 1,0,Not Absent,0,Stores
6553,McKenzie,Marvin,McKenzie Marvin,Male,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,52,Elderly,3,Level 1,116,Absent Category 3,5,Stores
6554,Lindstrom,Adriana,Lindstrom Adriana,Female,Duncan,Cashier,Customer Service,Quesnel,Stores,50,Elderly,2,Level 1,127,Absent Category 4,5,Stores
6555,Daniels,Marion,Daniels Marion,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,21,Young Adult,4,Level 1,0,Not Absent,0,Stores
6556,Christofferso,Laurie,Christofferso Laurie,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,40,Middle Aged,2,Level 1,24,Absent Category 1,1,Stores
6557,Westberry,Andrew,Westberry Andrew,Male,Chemainus,Baker,Bakery,Victoria,Stores,47,Middle Aged,4,Level 1,71,Absent Category 2,3,Stores
6558,Ayala,Robert,Ayala Robert,Male,Grasmere,Baker,Bakery,Cranbrook,Stores,37,Adult,4,Level 1,47,Absent Category 2,2,Stores
6559,Garcia,Kathy,Garcia Kathy,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,51,Elderly,4,Level 1,122,Absent Category 4,5,Stores
6560,Wells,Chandra,Wells Chandra,Female,Vernon,Cashier,Customer Service,Vernon,Stores,44,Middle Aged,3,Level 1,136,Absent Category 4,6,Stores
6561,Taylor,Delmer,Taylor Delmer,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,37,Adult,4,Level 1,0,Not Absent,0,Stores
6562,Saxton,Edwina,Saxton Edwina,Female,Penticton,Dairy Person,Dairy,Kelowna,Stores,39,Adult,3,Level 1,44,Absent Category 2,2,Stores
6563,Martin,Janelle,Martin Janelle,Female,Lillooet,Dairy Person,Dairy,Kamloops,Stores,40,Middle Aged,8,Level 2,46,Absent Category 2,2,Stores
6564,Weinstein,Shawn,Weinstein Shawn,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,51,Elderly,5,Level 1,97,Absent Category 3,4,Stores
6565,Carrozza,Samantha,Carrozza Samantha,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,Adult,3,Level 1,1,Absent Category 1,0,Stores
6566,Simon,Vaughn,Simon Vaughn,Male,Cranbrook,Baker,Bakery,Cranbrook,Stores,58,Elderly,5,Level 1,127,Absent Category 4,5,Stores
6567,Dryer,Adam,Dryer Adam,Male,Victoria,Baker,Bakery,Victoria,Stores,51,Elderly,5,Level 1,87,Absent Category 3,4,Stores
6568,Schreffler,Clifford,Schreffler Clifford,Male,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,Middle Aged,6,Level 2,63,Absent Category 2,3,Stores
6569,Snider,George,Snider George,Male,Sidney,Dairy Person,Dairy,Victoria,Stores,49,Middle Aged,3,Level 1,115,Absent Category 3,5,Stores
6570,Faulkner,Sylvia,Faulkner Sylvia,Female,Campbell River,Shelf Stocker,Processed Foods,Nanaimo,Stores,27,Young Adult,2,Level 1,0,Not Absent,0,Stores
6571,Client,Paul,Client Paul,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,30,Adult,3,Level 1,0,Not Absent,0,Stores
6572,Simmons,Rosa,Simmons Rosa,Female,Okanagan Falls,Cashier,Customer Service,Bella Bella,Stores,35,Adult,4,Level 1,27,Absent Category 1,1,Stores
6573,Dobbs,Mathew,Dobbs Mathew,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,50,Elderly,5,Level 1,122,Absent Category 4,5,Stores
6574,Gonzalez,Jerry,Gonzalez Jerry,Male,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,45,Middle Aged,6,Level 2,63,Absent Category 2,3,Stores
6575,Oyer,Wanda,Oyer Wanda,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,35,Adult,2,Level 1,2,Absent Category 1,0,Stores
6576,Johnson,Theresa,Johnson Theresa,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,27,Young Adult,3,Level 1,0,Not Absent,0,Stores
6577,Santos,Mark,Santos Mark,Male,Black Pool,Cashier,Customer Service,Dawson Creek,Stores,45,Middle Aged,2,Level 1,36,Absent Category 1,2,Stores
6578,Brown,Beverly,Brown Beverly,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,Middle Aged,5,Level 1,96,Absent Category 3,4,Stores
6579,Campbell,Robert,Campbell Robert,Male,Sandspit,Dairy Person,Dairy,Victoria,Stores,50,Elderly,7,Level 2,35,Absent Category 1,1,Stores
6580,Gamble,Belkis,Gamble Belkis,Female,Haney,Cashier,Customer Service,Haney,Stores,53,Elderly,4,Level 1,77,Absent Category 2,3,Stores
6581,Meehan,Emma,Meehan Emma,Female,Surrey,Dairy Person,Dairy,Surrey,Stores,44,Middle Aged,6,Level 2,80,Absent Category 3,3,Stores
6582,Erikson,Ashley,Erikson Ashley,Female,Cranbrook,Baker,Bakery,Cranbrook,Stores,59,Elderly,4,Level 1,152,Absent Category 4,6,Stores
6583,Jacques,Charles,Jacques Charles,Male,Chilliwack,Shelf Stocker,Processed Foods,Chilliwack,Stores,41,Middle Aged,3,Level 1,55,Absent Category 2,2,Stores
6584,Herrera,Debbie,Herrera Debbie,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44,Middle Aged,4,Level 1,136,Absent Category 4,6,Stores
6585,Read,Julius,Read Julius,Male,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,36,Adult,5,Level 1,29,Absent Category 1,1,Stores
6586,Innocent,Diana,Innocent Diana,Female,Haney,Cashier,Customer Service,Haney,Stores,58,Elderly,6,Level 2,131,Absent Category 4,5,Stores
6587,Vargas,Eileen,Vargas Eileen,Female,Fort St John,Dairy Person,Dairy,Fort St John,Stores,40,Middle Aged,4,Level 1,48,Absent Category 2,2,Stores
6588,Sanford,Melvin,Sanford Melvin,Male,Sidney,Dairy Person,Dairy,Victoria,Stores,17,Young Adult,0,Level 1,0,Not Absent,0,Stores
6589,Addis,Eric,Addis Eric,Male,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,39,Adult,6,Level 2,0,Not Absent,0,Stores
6590,Lesko,Lashawnda,Lesko Lashawnda,Female,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,34,Adult,5,Level 1,37,Absent Category 1,2,Stores
6591,Say,Joan,Say Joan,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,46,Middle Aged,6,Level 2,45,Absent Category 2,2,Stores
6592,Versace,Lorene,Versace Lorene,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,57,Elderly,7,Level 2,159,Absent Category 5,7,Stores
6593,Boyd,Frank,Boyd Frank,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,45,Middle Aged,5,Level 1,83,Absent Category 3,3,Stores
6594,Savarese,Michael,Savarese Michael,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52,Elderly,0,Level 1,105,Absent Category 3,4,Stores
6595,Palmer,Charles,Palmer Charles,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,58,Elderly,3,Level 1,101,Absent Category 3,4,Stores
6596,Holmes,Kate,Holmes Kate,Female,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,41,Middle Aged,4,Level 1,30,Absent Category 1,1,Stores
6597,Waters,Edgar,Waters Edgar,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,Middle Aged,6,Level 2,80,Absent Category 3,3,Stores
6598,Labrecque,Marie,Labrecque Marie,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,49,Middle Aged,5,Level 1,69,Absent Category 2,3,Stores
6599,Schmidt,Christopher,Schmidt Christopher,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,61,Aged,4,Level 1,126,Absent Category 4,5,Stores
6600,Hines,Jerry,Hines Jerry,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,44,Middle Aged,5,Level 1,47,Absent Category 2,2,Stores
6601,Anderson,Elton,Anderson Elton,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43,Middle Aged,4,Level 1,51,Absent Category 2,2,Stores
6602,Silvey,Annie,Silvey Annie,Female,Richmond,Dairy Person,Dairy,Richmond,Stores,28,Young Adult,4,Level 1,14,Absent Category 1,1,Stores
6603,Hicks,Elizabeth,Hicks Elizabeth,Female,Cranbrook,Baker,Bakery,Cranbrook,Stores,40,Middle Aged,7,Level 2,67,Absent Category 2,3,Stores
6604,Weber,Chad,Weber Chad,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,60,Aged,6,Level 2,78,Absent Category 2,3,Stores
6605,Westerlund,Lisa,Westerlund Lisa,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,35,Adult,5,Level 1,26,Absent Category 1,1,Stores
6606,Sullivan,Rhonda,Sullivan Rhonda,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,52,Elderly,3,Level 1,138,Absent Category 4,6,Stores
6607,Helms,Russell,Helms Russell,Male,Coquitlam,Shelf Stocker,Processed Foods,Nanaimo,Stores,41,Middle Aged,5,Level 1,46,Absent Category 2,2,Stores
6608,Ruiz,Jamie,Ruiz Jamie,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,39,Adult,4,Level 1,0,Not Absent,0,Stores
6609,Stewart,Cara,Stewart Cara,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,56,Elderly,4,Level 1,159,Absent Category 5,7,Stores
6610,Gholson,Debra,Gholson Debra,Female,Fort St John,Dairy Person,Dairy,Fort St John,Stores,52,Elderly,5,Level 1,126,Absent Category 4,5,Stores
6611,Lynam,Dorothy,Lynam Dorothy,Female,Surrey,Dairy Person,Dairy,Surrey,Stores,7,Young Adult,7,Level 2,0,Not Absent,0,Stores
6612,Martello,Deborah,Martello Deborah,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,53,Elderly,3,Level 1,123,Absent Category 4,5,Stores
6613,Miller,Amy,Miller Amy,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,25,Young Adult,6,Level 2,0,Not Absent,0,Stores
6614,Otto,Clara,Otto Clara,Female,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,56,Elderly,5,Level 1,124,Absent Category 4,5,Stores
6615,Long,David,Long David,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,43,Middle Aged,5,Level 1,91,Absent Category 3,4,Stores
6616,Painter,Donald,Painter Donald,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,33,Adult,1,Level 1,14,Absent Category 1,1,Stores
6617,Roberts,Corey,Roberts Corey,Male,Abbotsford,Baker,Bakery,Abbotsford,Stores,35,Adult,5,Level 1,37,Absent Category 1,2,Stores
6618,Landry,Eden,Landry Eden,Female,Celista,Dairy Person,Dairy,Kamloops,Stores,46,Middle Aged,5,Level 1,74,Absent Category 2,3,Stores
6619,Sealy,Lida,Sealy Lida,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,28,Young Adult,4,Level 1,33,Absent Category 1,1,Stores
6620,Yon,Randy,Yon Randy,Male,Granisle,Cashier,Customer Service,Terrace,Stores,47,Middle Aged,5,Level 1,50,Absent Category 2,2,Stores
6621,Lawrence,John,Lawrence John,Male,New Westminister,Baker,Bakery,New Westminister,Stores,48,Middle Aged,4,Level 1,95,Absent Category 3,4,Stores
6622,Rawlins,Lisa,Rawlins Lisa,Female,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,37,Adult,5,Level 1,89,Absent Category 3,4,Stores
6623,Robinson,Robert,Robinson Robert,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39,Adult,6,Level 2,25,Absent Category 1,1,Stores
6624,Henry,Mary,Henry Mary,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,59,Elderly,3,Level 1,170,Absent Category 5,7,Stores
6625,Takacs,Eddie,Takacs Eddie,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,40,Middle Aged,2,Level 1,17,Absent Category 1,1,Stores
6626,Conner,Diane,Conner Diane,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,53,Elderly,4,Level 1,144,Absent Category 4,6,Stores
6627,English,John,English John,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,34,Adult,3,Level 1,11,Absent Category 1,0,Stores
6628,Hanson,William,Hanson William,Male,Duncan,Cashier,Customer Service,Quesnel,Stores,50,Elderly,5,Level 1,104,Absent Category 3,4,Stores
6629,Hensley,Frank,Hensley Frank,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,45,Middle Aged,6,Level 2,74,Absent Category 2,3,Stores
6630,Landry,Richard,Landry Richard,Male,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,35,Adult,3,Level 1,0,Not Absent,0,Stores
6631,Moore,Patsy,Moore Patsy,Female,Penticton,Dairy Person,Dairy,Kelowna,Stores,24,Young Adult,5,Level 1,0,Not Absent,0,Stores
6632,Johnson,Nancy,Johnson Nancy,Female,Burnaby,Dairy Person,Dairy,Burnaby,Stores,19,Young Adult,3,Level 1,0,Not Absent,0,Stores
6633,Noonan,Donna,Noonan Donna,Female,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,56,Elderly,4,Level 1,122,Absent Category 4,5,Stores
6634,Lowe,Robert,Lowe Robert,Male,Langley,Dairy Person,Dairy,Langley,Stores,43,Middle Aged,4,Level 1,14,Absent Category 1,1,Stores
6635,Grossman,Mary,Grossman Mary,Female,Abbotsford,Baker,Bakery,Abbotsford,Stores,28,Young Adult,6,Level 2,0,Not Absent,0,Stores
6636,Sanders,Harry,Sanders Harry,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,40,Middle Aged,7,Level 2,52,Absent Category 2,2,Stores
6637,Chapman,George,Chapman George,Male,Vancouver,Shelf Stocker,Processed Foods,Vancouver,Stores,39,Adult,5,Level 1,96,Absent Category 3,4,Stores
6638,Dickey,Crystal,Dickey Crystal,Female,Prince George,Cashier,Customer Service,Prince George,Stores,46,Middle Aged,4,Level 1,137,Absent Category 4,6,Stores
6639,Johnson,Bryan,Johnson Bryan,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,36,Adult,4,Level 1,0,Not Absent,0,Stores
6640,Drum,Sarah,Drum Sarah,Female,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,18,Young Adult,5,Level 1,0,Not Absent,0,Stores
6641,Eisen,Maria,Eisen Maria,Female,Burns Lake,Cashier,Customer Service,Prince George,Stores,39,Adult,5,Level 1,27,Absent Category 1,1,Stores
6642,Frazier,Linda,Frazier Linda,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,24,Young Adult,6,Level 2,0,Not Absent,0,Stores
6643,Charles,Armando,Charles Armando,Male,Ladysmith,Dairy Person,Dairy,Victoria,Stores,37,Adult,3,Level 1,0,Not Absent,0,Stores
6644,Lee,William,Lee William,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,49,Middle Aged,5,Level 1,94,Absent Category 3,4,Stores
6645,Gambrel,Stephanie,Gambrel Stephanie,Female,Decker Lake,Cashier,Customer Service,Prince George,Stores,24,Young Adult,5,Level 1,0,Not Absent,0,Stores
6646,Frates,Deborah,Frates Deborah,Female,Penticton,Dairy Person,Dairy,Kelowna,Stores,38,Adult,4,Level 1,83,Absent Category 3,3,Stores
6647,Trevino,Lorna,Trevino Lorna,Female,Whistler,Shelf Stocker,Processed Foods,Squamish,Stores,41,Middle Aged,2,Level 1,48,Absent Category 2,2,Stores
6648,Elmore,Peter,Elmore Peter,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,39,Adult,4,Level 1,0,Not Absent,0,Stores
6649,Perez,Jacob,Perez Jacob,Male,Kimberley,Baker,Bakery,Cranbrook,Stores,59,Elderly,4,Level 1,99,Absent Category 3,4,Stores
6650,Harder,Stefanie,Harder Stefanie,Female,Vernon,Cashier,Customer Service,Vernon,Stores,54,Elderly,4,Level 1,175,Absent Category 5,7,Stores
6651,Hampton,Brenda,Hampton Brenda,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,27,Young Adult,3,Level 1,0,Not Absent,0,Stores
6652,Walden,Jason,Walden Jason,Male,North Vancouver,Shelf Stocker,Processed Foods,North Vancouver,Stores,42,Middle Aged,5,Level 1,43,Absent Category 2,2,Stores
6653,Cohan,Nancy,Cohan Nancy,Female,Fruitvale,Dairy Person,Dairy,Kelowna,Stores,41,Middle Aged,4,Level 1,57,Absent Category 2,2,Stores
6654,Matta,Betty,Matta Betty,Female,Fort Nelson,Shelf Stocker,Processed Foods,Fort Nelson,Stores,50,Elderly,7,Level 2,120,Absent Category 4,5,Stores
6655,Modlin,Emily,Modlin Emily,Female,Burns Lake,Cashier,Customer Service,Prince George,Stores,39,Adult,7,Level 2,56,Absent Category 2,2,Stores
6656,Jacobs,Lisa,Jacobs Lisa,Female,Prince George,Cashier,Customer Service,Prince George,Stores,37,Adult,5,Level 1,45,Absent Category 2,2,Stores
6657,Chappell,Jean,Chappell Jean,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,50,Elderly,6,Level 2,76,Absent Category 2,3,Stores
6658,Clark,Jeff,Clark Jeff,Male,Terrace,Cashier,Customer Service,Terrace,Stores,35,Adult,5,Level 1,64,Absent Category 2,3,Stores
6659,Renzi,Samuel,Renzi Samuel,Male,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,28,Young Adult,5,Level 1,0,Not Absent,0,Stores
6660,Shingleton,Denise,Shingleton Denise,Female,Crawford Bay,Baker,Bakery,Cranbrook,Stores,44,Middle Aged,7,Level 2,69,Absent Category 2,3,Stores
6661,Fromm,Charles,Fromm Charles,Male,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,35,Adult,6,Level 2,10,Absent Category 1,0,Stores
6662,White,Kathleen,White Kathleen,Female,Yale,Shelf Stocker,Processed Foods,Chilliwack,Stores,23,Young Adult,3,Level 1,15,Absent Category 1,1,Stores
6663,Williams,Bruce,Williams Bruce,Male,Victoria,Dairy Person,Dairy,Victoria,Stores,46,Middle Aged,5,Level 1,91,Absent Category 3,4,Stores
6664,Burke,Stephanie,Burke Stephanie,Female,Forest Grove,Dairy Person,Dairy,Kamloops,Stores,38,Adult,5,Level 1,87,Absent Category 3,4,Stores
6665,Nelson,Robert,Nelson Robert,Male,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,34,Adult,1,Level 1,64,Absent Category 2,3,Stores
6666,Lambert,Terry,Lambert Terry,Male,Richmond,Dairy Person,Dairy,Richmond,Stores,32,Adult,3,Level 1,21,Absent Category 1,1,Stores
6667,Morgan,Brooke,Morgan Brooke,Female,Squamish,Shelf Stocker,Processed Foods,Squamish,Stores,58,Elderly,5,Level 1,190,Absent Category 5,8,Stores
6668,Davis,Stacey,Davis Stacey,Female,Port Coquitlam,Cashier,Customer Service,Port Coquitlam,Stores,23,Young Adult,3,Level 1,0,Not Absent,0,Stores
6669,Miller,David,Miller David,Male,Vanderhoof,Cashier,Customer Service,Prince George,Stores,46,Middle Aged,1,Level 1,94,Absent Category 3,4,Stores
6670,Hunt,Thomas,Hunt Thomas,Female,Surrey,Shelf Stocker,Processed Foods,Surrey,Stores,62,Aged,5,Level 1,227,Absent Category 6,9,Stores
6671,Quick,Ronald,Quick Ronald,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,44,Middle Aged,4,Level 1,44,Absent Category 2,2,Stores
6672,Saunders,Pablo,Saunders Pablo,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,Adult,5,Level 1,3,Absent Category 1,0,Stores
6673,Moore,Brian,Moore Brian,Male,Quadra Island,Dairy Person,Dairy,Victoria,Stores,45,Middle Aged,5,Level 1,104,Absent Category 3,4,Stores
6674,McCormack,Richard,McCormack Richard,Male,Kelowna,Dairy Person,Dairy,Kelowna,Stores,63,Aged,4,Level 1,123,Absent Category 4,5,Stores
6675,Odom,Abraham,Odom Abraham,Male,Burnaby,Dairy Person,Dairy,Burnaby,Stores,41,Middle Aged,5,Level 1,86,Absent Category 3,4,Stores
6676,Hankinson,Betty,Hankinson Betty,Female,Haney,Cashier,Customer Service,Haney,Stores,45,Middle Aged,4,Level 1,50,Absent Category 2,2,Stores
6677,Styles,Betty,Styles Betty,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,41,Middle Aged,5,Level 1,70,Absent Category 2,3,Stores
6678,Simpson,Megan,Simpson Megan,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,39,Adult,5,Level 1,77,Absent Category 2,3,Stores
6679,Snowden,Stephanie,Snowden Stephanie,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,28,Young Adult,3,Level 1,0,Not Absent,0,Stores
6680,Robinson,Walter,Robinson Walter,Male,New Westminster,Dairy Person,Dairy,New Westminster,Stores,29,Young Adult,4,Level 1,0,Not Absent,0,Stores
6681,Zinn,Lawrence,Zinn Lawrence,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,51,Elderly,4,Level 1,67,Absent Category 2,3,Stores
6682,Wolfe,Brian,Wolfe Brian,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,35,Adult,4,Level 1,7,Absent Category 1,0,Stores
6683,Marcum,Steven,Marcum Steven,Male,Aldergrove,Dairy Person,Dairy,Aldergrove,Stores,41,Middle Aged,3,Level 1,52,Absent Category 2,2,Stores
6684,Wright,Alexandra,Wright Alexandra,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,64,Aged,7,Level 2,158,Absent Category 4,7,Stores
6685,Porter,Dorothy,Porter Dorothy,Female,New Westminster,Dairy Person,Dairy,New Westminster,Stores,43,Middle Aged,7,Level 2,74,Absent Category 2,3,Stores
6686,Young,Ann,Young Ann,Female,Dragon Lake,Cashier,Customer Service,Quesnel,Stores,20,Young Adult,5,Level 1,0,Not Absent,0,Stores
6687,Wilson,James,Wilson James,Male,Tofino,Shelf Stocker,Processed Foods,Nanaimo,Stores,46,Middle Aged,6,Level 2,54,Absent Category 2,2,Stores
6688,Joseph,Terri,Joseph Terri,Female,Bouchie Lake,Cashier,Customer Service,Quesnel,Stores,36,Adult,6,Level 2,41,Absent Category 2,2,Stores
6689,McGinnis,James,McGinnis James,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,37,Adult,3,Level 1,29,Absent Category 1,1,Stores
6690,Chambers,Christopher,Chambers Christopher,Male,Vancouver,Cashier,Customer Service,Vancouver,Stores,36,Adult,6,Level 2,30,Absent Category 1,1,Stores
6691,Pineda,Wayne,Pineda Wayne,Male,Kamloops,Dairy Person,Dairy,Kamloops,Stores,47,Middle Aged,5,Level 1,51,Absent Category 2,2,Stores
6692,Dalke,Kathleen,Dalke Kathleen,Female,Vancouver,Cashier,Customer Service,Vancouver,Stores,60,Aged,5,Level 1,175,Absent Category 5,7,Stores
6693,Rucker,Cindy,Rucker Cindy,Female,Tofino,Shelf Stocker,Processed Foods,Nanaimo,Stores,45,Middle Aged,4,Level 1,104,Absent Category 3,4,Stores
6694,Light,Bertha,Light Bertha,Female,Westbank,Dairy Person,Dairy,Kelowna,Stores,48,Middle Aged,6,Level 2,125,Absent Category 4,5,Stores
6695,Winter,Michael,Winter Michael,Male,Westwold,Cashier,Customer Service,Vernon,Stores,32,Adult,6,Level 2,0,Not Absent,0,Stores
6696,Creamer,Irma,Creamer Irma,Female,Victoria,Dairy Person,Dairy,Victoria,Stores,35,Adult,5,Level 1,31,Absent Category 1,1,Stores
6697,Shortridge,Joel,Shortridge Joel,Male,Nanaimo,Shelf Stocker,Processed Foods,Nanaimo,Stores,50,Elderly,6,Level 2,122,Absent Category 4,5,Stores
6698,Ramos,Danny,Ramos Danny,Male,Penticton,Dairy Person,Dairy,Kelowna,Stores,36,Adult,4,Level 1,29,Absent Category 1,1,Stores
6699,Coffman,Robert,Coffman Robert,Male,Kamloops,Dairy Person,Dairy,Kamloops,Stores,67,Aged,7,Level 2,172,Absent Category 5,7,Stores
6700,Colston,Susanne,Colston Susanne,Female,Courtenay,Shelf Stocker,Processed Foods,Nanaimo,Stores,38,Adult,2,Level 1,36,Absent Category 1,2,Stores
